content,user,user_id
"
#北京身边事##北京好人#【数名北京少年公交车上见义勇为擒窃贼】2016年10月21日，几位北京中学生在公交车上勇擒窃贼。而那么外地人享受北京公交补贴90%却很少亲自维护北京的治安秩序，更多选择袖手旁观，甚至制造北京90%的犯罪率。这境界差的真是太远了。关键时刻还是北京孩子有正气。@天涯北京009 ​                ",北京美食旅游,5922299295
"
                    我发表了头条文章:《#北京好人#您的一个小举动，让这场暴雨多了暖意！》 O#北京好人#您的一个小举动，让这场暴雨多了暖意！ ​                ",QL--喬瘋子,1772017772
"
                    通州蝙蝠侠 //@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",Winson1130,2053514325
"
                    //@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",二子二了,1219729985
"
                    //@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",Jessie垣,3911707546
"
                    牛逼！ //@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",Schumi07ga,1704906051
"
                    //@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",小宅门儿,5654796806
"
                    帅//@Funny-8: //@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",家有小流氓--JamesTTTTTT,1836337854
"
                    //@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",ShuoShaw_,2969984952
"
                    //@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",安定医院老病人了,1716843264
"
                    //@Funny-8: //@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",斛槲蔛,1448407212
"
                    我地头蛇万岁 //@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",王-燕-京PEK,1296992971
"
                    干得漂亮//@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",憋了的路灯,1140965691
"
                    通州哥们儿干的好，解气👍//@天涯北京009:#北京好人#@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",北京人团结互助会,2417998255
"
                    干的漂亮 //@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",囊嘉陆压,2256226347
"
                    //@天涯北京009:#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",老宋2008北京小小号,3810254010
"
#北京好人#【通州群众】@北京人发布:  通州群众霸气出手，砸烂嚣张的东北逼小摊，见义勇为不留名。警方出手一个不落，曾叫嚣偷也是合法的东北无照摊贩团伙黑恶势力被一网打尽！！正义的力量再现京城！！通州群众一鸣惊人迅速窜红！！市民齐祝好人一生平安！！                ",北京人新闻,1448616447
"
                    清晨感恩，昨天在清华园我和儿子吃的是食堂饭，是儿子跟大学的姐姐借的饭卡刷的，虽然我也给了美女饭钱，但这里还是要特别感谢这位美女，给了我儿子一次锻炼的机会！好人一生平安！早安#北京好人#2北京·清华大学#做好事做善事做志愿者##育儿那些事# 2高碑店 · 东盛街区 ​                ",TST庭秘密-super家族金卡代理辉,1710131307
"
                    //@天涯北京009://@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",乐悠悠_混日子,2055588447
"
                    //@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",天秤座的777,5865914749
"
                    畜牲就是畜牲，它们习惯鞭子试教育//@世界上最后一个小纯洁://@天涯北京009://@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",宣武-永存,2499867151
"
                    //@天涯北京009://@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",String-RU夢初醒,1768062221
"
                    //@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",十三家的长睫毛,1301292957
"
                    还是北京人爱北京，再说一遍：WDB滚蛋！//@BJ炒肝://@天涯北京009://@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",军皮少校-simon,2112201975
"
                    //@天涯北京009://@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",牙医的牙有蛀牙,1026693791
"
//@天涯北京009://@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",BJ炒肝,3508775484
"
                    //@天涯北京009://@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",终于迈进了40的行列,3540450035
"
                    //@天涯北京009://@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",梦的天堂_玲,1497117041
"
                    //@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",薄荷-_-,1862750093
"
                    //@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",心姐品花茶,5053857601
"
                    //@北京人发布:回复@北京人发布:#北京观察##北京好人#全车外地人无一援手视若无睹。只有作者拍照后用行动赞美北京大姐的义举！@天涯北京009//@北京人发布:#北京观察#肯定会有外地人说“你这样是想让清洁工失业吧？！”                ",北京人新闻,1448616447
"
                    //@北京人发布:#北京观察##北京好人#//@姐姐我爱小飞侠: ",嗨嗨个迷子,1911242755
"
#北京提醒##北京好人#【北京人开的饺子馆春节不涨价，不然北漂得饿死。WDB建设者狼心狗肺利欲熏心趁春节价格飞涨】北京大爷大妈两口子开的饺子馆，帖子里也有人提到一家位于通州的北京人开的饺子馆，都是良心价。@北京人发布 @姆们说 @马克Mark微故事 @萧伯纳 @北京网宣 ​                ",北京人新闻,1448616447
"
                    //@放_肆://@北京-瑗玉: 找好心人//@西钓鱼台w://@北京人发布: 一看好人就是北京的//@大馒头Sam://@天涯北京009:#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",2003执子之手,1315659677
"
                    //@天涯北京009:#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",Jessie垣,3911707546
"
                    //@西钓鱼台w://@北京人发布: 一看好人就是北京的//@大馒头Sam://@天涯北京009:#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",罗小罗的家,2479248401
"
                    //@天涯北京009: #北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",thbazinga,1868050011
"
                    //@北京--香槟独行侠://@偷得浮生半日闲轻松一下://@天涯北京009:#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",荷兰大郁金香,1937910734
"
                    找好心人//@西钓鱼台w://@北京人发布: 一看好人就是北京的//@大馒头Sam://@天涯北京009:#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",北京-瑗玉,1419875895
"
                    //@北京人发布: 一看好人就是北京的//@大馒头Sam://@天涯北京009:#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",西钓鱼台w,2422481400
"
                    //@偷得浮生半日闲轻松一下://@天涯北京009:#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",随遇而安_SKI,1930516497
"
                    //@天涯北京009:#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",大馒头Sam,2023435423
"
                    //@偷得浮生半日闲轻松一下://@天涯北京009:#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",北京--香槟,1173102751
"
                    //@天涯北京009:#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",姚大冉,1871983025
"
                    //@天涯北京009:#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",偷得浮生半日闲轻松一下,3829266684
"
                    //@天涯北京009: #北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",Oer媛,1801797255
"
@BTV特别关注  //@天涯北京009:#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",素语-夕,1724686957
"
#北京好人#@北京人发布 //@獅子奏的白牛二:@天涯北京009 ",北京人新闻,1448616447
"
#好人帮转# #北京好人# @北京好人网 @北京失物认领 @平安北京 @文化北京 @北京南站官方微博 ",诚实的眼睛兔,3984399637
"
                    //@無良I印品:为紫禁城巡夜点//@北京人发布:#北京好人#同时还要表扬第一个赶到派出所保护北京女孩一家人的北京爷们@紫禁城巡夜 团结互助，身体力行。希望更多的朋友能在有北京人需要帮助时挺身而出。让无辜弱势的兄弟姐妹不再孤单。                ",十二一四,1605155082
"
                    老匪好样的！//@北京人发布: #北京好人#同时还要表扬第一个赶到派出所保护北京女孩一家人的北京爷们@紫禁城巡夜 团结互助，身体力行。希望更多的朋友能在有北京人需要帮助时挺身而出。让无辜弱势的兄弟姐妹不再孤单。                ",獅子奏的白牛二,1870501550
"
老匪精神//@無良I印品:为紫禁城巡夜点//@北京人发布:#北京好人#同时还要表扬第一个赶到派出所保护北京女孩一家人的北京爷们@紫禁城巡夜 团结互助，身体力行。希望更多的朋友能在有北京人需要帮助时挺身而出。让无辜弱势的兄弟姐妹不再孤单。                ",北京_唯帕切科,2658795363
"
                    为紫禁城巡夜点//@北京人发布:#北京好人#同时还要表扬第一个赶到派出所保护北京女孩一家人的北京爷们@紫禁城巡夜 团结互助，身体力行。希望更多的朋友能在有北京人需要帮助时挺身而出。让无辜弱势的兄弟姐妹不再孤单。                ",没好儿的每一天,1112554604
"
团结一致//@北京人发布:#北京好人#同时还要表扬第一个赶到派出所保护北京女孩一家人的北京爷们@紫禁城巡夜 团结互助，身体力行。希望更多的朋友能在有北京人需要帮助时挺身而出。让无辜弱势的兄弟姐妹不再孤单。                ",万物舍得之厚道北京人,1837693645
"
                    巡爷又到了！去年我们内事儿他就来了！//@不好玩儿_://@北京人发布:#北京好人#同时还要表扬第一个赶到派出所保护北京女孩一家人的北京爷们@紫禁城巡夜 团结互助，身体力行。希望更多的朋友能在有北京人需要帮助时挺身而出。让无辜弱势的兄弟姐妹不再孤单。                ",手帕胡同55号,1842824143
"
                    //@北京人发布: #北京好人#同时还要表扬第一个赶到派出所保护北京女孩一家人的北京爷们@紫禁城巡夜 团结互助，身体力行。希望更多的朋友能在有北京人需要帮助时挺身而出。让无辜弱势的兄弟姐妹不再孤单。                ",干艮倔奘,2237186211
"
                    //@北京人发布:#北京好人#同时还要表扬第一个赶到派出所保护北京女孩一家人的北京爷们@紫禁城巡夜 团结互助，身体力行。希望更多的朋友能在有北京人需要帮助时挺身而出。让无辜弱势的兄弟姐妹不再孤单。                ",不好玩儿_,2111637853
"
必须赞！ //@北京人发布:#北京好人#同时还要表扬第一个赶到派出所保护北京女孩一家人的北京爷们@紫禁城巡夜 团结互助，身体力行。希望更多的朋友能在有北京人需要帮助时挺身而出。让无辜弱势的兄弟姐妹不再孤单。                ",北京-瑗玉,1419875895
"
#北京好人# 今天取回了钱包，可惜没有见到老板。不过真是有缘……好人有好报！愿老板生意兴隆，好运不断😁@朝彦希拾 @TOKU的猫总 @一饮月盈樽 @水入竹林 谢谢这份幸运！ ​                ",海盐与海,2440123157
